person1_word_idx,person2_word_idx,sentence,person1_right_tokens,person2_right_tokens,text_between,person1_left_tokens,person2_left_tokens,person1_right_first_tokens,person2_right_first_tokens,person1_right_second_tokens,person2_right_second_tokens,person1_right_third_tokens,person2_right_third_tokens,person1_left_first_tokens,person2_left_first_tokens,person1_left_second_tokens,person2_left_second_tokens,person1_left_third_tokens,person2_left_third_tokens,tokens
"(11, 11)","(23, 23)",It is noteworthy that the solvus temperature obtained in the base alloy ( ∼949°C ) is comparable to those of Co-9Al-7.5 W ( ∼990°C ) [ 4 ] and Co-5Al-14 V ( ∼964°C ) [ 36 ] ternary alloys . ,"['(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W']","['(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W']","['(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W', '(']","['It', 'is', 'noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the']","['(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W']",['('],[')'],['∼949°C'],['4'],[')'],['and'],['base'],['('],['the'],['W'],['in'],['Co-9Al-7.5'],"['It', 'is', 'noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the', 'base', 'alloy', '(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')', '36', 'ternary', 'alloys', '.']"
"(11, 11)","(32, 32)",It is noteworthy that the solvus temperature obtained in the base alloy ( ∼949°C ) is comparable to those of Co-9Al-7.5 W ( ∼990°C ) [ 4 ] and Co-5Al-14 V ( ∼964°C ) [ 36 ] ternary alloys . ,"['(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W']","['(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W']","['(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')']","['It', 'is', 'noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the']","['W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C']",['('],['ternary'],['∼949°C'],['alloys'],[')'],['.'],['base'],[')'],['the'],['∼964°C'],['in'],['('],"['It', 'is', 'noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the', 'base', 'alloy', '(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')', '36', 'ternary', 'alloys', '.']"
"(20, 21)","(13, 13)",It is noteworthy that the solvus temperature obtained in the base alloy ( ∼949°C ) is comparable to those of Co-9Al-7.5 W ( ∼990°C ) [ 4 ] and Co-5Al-14 V ( ∼964°C ) [ 36 ] ternary alloys . ,"['(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')']","['(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')']","[')', 'is', 'comparable', 'to', 'those', 'of']","['the', 'base', 'alloy', '(', '∼949°C', ')', 'is', 'comparable', 'to', 'those']","['noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the', 'base', 'alloy']",['('],[')'],['∼990°C'],['is'],[')'],['comparable'],['of'],['('],['those'],['alloy'],['those'],['base'],"['It', 'is', 'noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the', 'base', 'alloy', '(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')', '36', 'ternary', 'alloys', '.']"
"(20, 21)","(23, 23)",It is noteworthy that the solvus temperature obtained in the base alloy ( ∼949°C ) is comparable to those of Co-9Al-7.5 W ( ∼990°C ) [ 4 ] and Co-5Al-14 V ( ∼964°C ) [ 36 ] ternary alloys . ,"['(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')']","['(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')']",['('],"['the', 'base', 'alloy', '(', '∼949°C', ')', 'is', 'comparable', 'to', 'those']","['(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W']",['('],[')'],['∼990°C'],['4'],[')'],['and'],['of'],['('],['those'],['W'],['those'],['Co-9Al-7.5'],"['It', 'is', 'noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the', 'base', 'alloy', '(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')', '36', 'ternary', 'alloys', '.']"
"(20, 21)","(32, 32)",It is noteworthy that the solvus temperature obtained in the base alloy ( ∼949°C ) is comparable to those of Co-9Al-7.5 W ( ∼990°C ) [ 4 ] and Co-5Al-14 V ( ∼964°C ) [ 36 ] ternary alloys . ,"['(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')']","['(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')']","['(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')']","['the', 'base', 'alloy', '(', '∼949°C', ')', 'is', 'comparable', 'to', 'those']","['W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C']",['('],['ternary'],['∼990°C'],['alloys'],[')'],['.'],['of'],[')'],['those'],['∼964°C'],['those'],['('],"['It', 'is', 'noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the', 'base', 'alloy', '(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')', '36', 'ternary', 'alloys', '.']"
"(29, 30)","(13, 13)",It is noteworthy that the solvus temperature obtained in the base alloy ( ∼949°C ) is comparable to those of Co-9Al-7.5 W ( ∼990°C ) [ 4 ] and Co-5Al-14 V ( ∼964°C ) [ 36 ] ternary alloys . ,"[')', '36', 'ternary', 'alloys', '.']","[')', '36', 'ternary', 'alloys', '.']","[')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V']","['those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14']","['noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the', 'base', 'alloy']",[')'],[')'],['36'],['is'],['ternary'],['comparable'],['V'],['('],['Co-5Al-14'],['alloy'],['Co-5Al-14'],['base'],"['It', 'is', 'noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the', 'base', 'alloy', '(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')', '36', 'ternary', 'alloys', '.']"
"(29, 30)","(23, 23)",It is noteworthy that the solvus temperature obtained in the base alloy ( ∼949°C ) is comparable to those of Co-9Al-7.5 W ( ∼990°C ) [ 4 ] and Co-5Al-14 V ( ∼964°C ) [ 36 ] ternary alloys . ,"[')', '36', 'ternary', 'alloys', '.']","[')', '36', 'ternary', 'alloys', '.']","[')', '4', 'and', 'Co-5Al-14', 'V']","['those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14']","['(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W']",[')'],[')'],['36'],['4'],['ternary'],['and'],['V'],['('],['Co-5Al-14'],['W'],['Co-5Al-14'],['Co-9Al-7.5'],"['It', 'is', 'noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the', 'base', 'alloy', '(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')', '36', 'ternary', 'alloys', '.']"
"(29, 30)","(32, 32)",It is noteworthy that the solvus temperature obtained in the base alloy ( ∼949°C ) is comparable to those of Co-9Al-7.5 W ( ∼990°C ) [ 4 ] and Co-5Al-14 V ( ∼964°C ) [ 36 ] ternary alloys . ,"[')', '36', 'ternary', 'alloys', '.']","[')', '36', 'ternary', 'alloys', '.']",[')'],"['those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14']","['W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C']",[')'],['ternary'],['36'],['alloys'],['ternary'],['.'],['V'],[')'],['Co-5Al-14'],['∼964°C'],['Co-5Al-14'],['('],"['It', 'is', 'noteworthy', 'that', 'the', 'solvus', 'temperature', 'obtained', 'in', 'the', 'base', 'alloy', '(', '∼949°C', ')', 'is', 'comparable', 'to', 'those', 'of', 'Co-9Al-7.5', 'W', '(', '∼990°C', ')', '4', 'and', 'Co-5Al-14', 'V', '(', '∼964°C', ')', '36', 'ternary', 'alloys', '.']"
"(12, 12)","(25, 25)","Moreover , it is worth noting that the solvus temperature value measured in 30Ni alloy ( ∼1048°C ) is comparable to those obtained in Co-30Ni-8Al-12V ( ∼1032°C ) [ 36 ] and Co-30Ni-10Al-7.5W ( ∼1050°C ) [ 40 ] quaternary alloys . ","['alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in']","['alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in']","['alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in', 'Co-30Ni-8Al-12V', '(']","['it', 'is', 'worth', 'noting', 'that', 'the', 'solvus', 'temperature', 'value', 'measured']","['(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in', 'Co-30Ni-8Al-12V']",['alloy'],[')'],['('],['36'],['∼1048°C'],['and'],['in'],['('],['measured'],['Co-30Ni-8Al-12V'],['value'],['in'],"['Moreover', 'it', 'is', 'worth', 'noting', 'that', 'the', 'solvus', 'temperature', 'value', 'measured', 'in', '30Ni', 'alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')', '40', 'quaternary', 'alloys', '.']"
"(12, 12)","(33, 33)","Moreover , it is worth noting that the solvus temperature value measured in 30Ni alloy ( ∼1048°C ) is comparable to those obtained in Co-30Ni-8Al-12V ( ∼1032°C ) [ 36 ] and Co-30Ni-10Al-7.5W ( ∼1050°C ) [ 40 ] quaternary alloys . ","['alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in']","['alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in']","['alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')']","['it', 'is', 'worth', 'noting', 'that', 'the', 'solvus', 'temperature', 'value', 'measured']","['in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C']",['alloy'],['quaternary'],['('],['alloys'],['∼1048°C'],['.'],['in'],[')'],['measured'],['∼1050°C'],['value'],['('],"['Moreover', 'it', 'is', 'worth', 'noting', 'that', 'the', 'solvus', 'temperature', 'value', 'measured', 'in', '30Ni', 'alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')', '40', 'quaternary', 'alloys', '.']"
"(23, 23)","(25, 25)","Moreover , it is worth noting that the solvus temperature value measured in 30Ni alloy ( ∼1048°C ) is comparable to those obtained in Co-30Ni-8Al-12V ( ∼1032°C ) [ 36 ] and Co-30Ni-10Al-7.5W ( ∼1050°C ) [ 40 ] quaternary alloys . ","['(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')', '40']","['(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')', '40']",['('],"['30Ni', 'alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained']","['(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in', 'Co-30Ni-8Al-12V']",['('],[')'],['∼1032°C'],['36'],[')'],['and'],['in'],['('],['obtained'],['Co-30Ni-8Al-12V'],['those'],['in'],"['Moreover', 'it', 'is', 'worth', 'noting', 'that', 'the', 'solvus', 'temperature', 'value', 'measured', 'in', '30Ni', 'alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')', '40', 'quaternary', 'alloys', '.']"
"(23, 23)","(33, 33)","Moreover , it is worth noting that the solvus temperature value measured in 30Ni alloy ( ∼1048°C ) is comparable to those obtained in Co-30Ni-8Al-12V ( ∼1032°C ) [ 36 ] and Co-30Ni-10Al-7.5W ( ∼1050°C ) [ 40 ] quaternary alloys . ","['(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')', '40']","['(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')', '40']","['(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')']","['30Ni', 'alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained']","['in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C']",['('],['quaternary'],['∼1032°C'],['alloys'],[')'],['.'],['in'],[')'],['obtained'],['∼1050°C'],['those'],['('],"['Moreover', 'it', 'is', 'worth', 'noting', 'that', 'the', 'solvus', 'temperature', 'value', 'measured', 'in', '30Ni', 'alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')', '40', 'quaternary', 'alloys', '.']"
"(31, 31)","(25, 25)","Moreover , it is worth noting that the solvus temperature value measured in 30Ni alloy ( ∼1048°C ) is comparable to those obtained in Co-30Ni-8Al-12V ( ∼1032°C ) [ 36 ] and Co-30Ni-10Al-7.5W ( ∼1050°C ) [ 40 ] quaternary alloys . ","[')', '40', 'quaternary', 'alloys', '.']","[')', '40', 'quaternary', 'alloys', '.']","[')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(']","['those', 'obtained', 'in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W']","['(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in', 'Co-30Ni-8Al-12V']",[')'],[')'],['40'],['36'],['quaternary'],['and'],['('],['('],['Co-30Ni-10Al-7.5W'],['Co-30Ni-8Al-12V'],['and'],['in'],"['Moreover', 'it', 'is', 'worth', 'noting', 'that', 'the', 'solvus', 'temperature', 'value', 'measured', 'in', '30Ni', 'alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')', '40', 'quaternary', 'alloys', '.']"
"(31, 31)","(33, 33)","Moreover , it is worth noting that the solvus temperature value measured in 30Ni alloy ( ∼1048°C ) is comparable to those obtained in Co-30Ni-8Al-12V ( ∼1032°C ) [ 36 ] and Co-30Ni-10Al-7.5W ( ∼1050°C ) [ 40 ] quaternary alloys . ","[')', '40', 'quaternary', 'alloys', '.']","[')', '40', 'quaternary', 'alloys', '.']",[')'],"['those', 'obtained', 'in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W']","['in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C']",[')'],['quaternary'],['40'],['alloys'],['quaternary'],['.'],['('],[')'],['Co-30Ni-10Al-7.5W'],['∼1050°C'],['and'],['('],"['Moreover', 'it', 'is', 'worth', 'noting', 'that', 'the', 'solvus', 'temperature', 'value', 'measured', 'in', '30Ni', 'alloy', '(', '∼1048°C', ')', 'is', 'comparable', 'to', 'those', 'obtained', 'in', 'Co-30Ni-8Al-12V', '(', '∼1032°C', ')', '36', 'and', 'Co-30Ni-10Al-7.5W', '(', '∼1050°C', ')', '40', 'quaternary', 'alloys', '.']"
"(1, 1)","(17, 17)","The Co-30Ni-12Al-4Ta alloy was chosen as the base alloy , due to the equilibrium of solvus temperature ( ∼1161°C ) and its mass density of ∼8.64g/cm3 . ","['alloy', 'was', 'chosen', 'as', 'the', 'base', 'alloy', 'due', 'to', 'the']","['alloy', 'was', 'chosen', 'as', 'the', 'base', 'alloy', 'due', 'to', 'the']","['alloy', 'was', 'chosen', 'as', 'the', 'base', 'alloy', 'due', 'to', 'the', 'equilibrium', 'of', 'solvus', 'temperature', '(']",[],"['the', 'base', 'alloy', 'due', 'to', 'the', 'equilibrium', 'of', 'solvus', 'temperature']",['alloy'],[')'],['was'],['and'],['chosen'],['its'],['The'],['('],[],['temperature'],[],['solvus'],"['The', 'Co-30Ni-12Al-4Ta', 'alloy', 'was', 'chosen', 'as', 'the', 'base', 'alloy', 'due', 'to', 'the', 'equilibrium', 'of', 'solvus', 'temperature', '(', '∼1161°C', ')', 'and', 'its', 'mass', 'density', 'of', '∼8.64g/cm3', '.']"
"(11, 11)","(6, 6)","The γ′ solvus temperatures were about 1161 , 1166 , and 1169°C for 0Cr , 4Cr , and 8Cr alloys , respectively , while a slight drop of this value to ∼1152°C was observed in the 12Cr alloy . ","['4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of']","['4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of']","['1166', 'and', '1169°C', 'for']","['The', 'γ′', 'solvus', 'temperatures', 'were', 'about', '1161', '1166', 'and', '1169°C']","['The', 'γ′', 'solvus', 'temperatures', 'were']",['4Cr'],['1166'],['and'],['and'],['8Cr'],['1169°C'],['for'],['about'],['1169°C'],['were'],['and'],['temperatures'],"['The', 'γ′', 'solvus', 'temperatures', 'were', 'about', '1161', '1166', 'and', '1169°C', 'for', '0Cr', '4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of', 'this', 'value', 'to', '∼1152°C', 'was', 'observed', 'in', 'the', '12Cr', 'alloy', '.']"
"(11, 11)","(7, 7)","The γ′ solvus temperatures were about 1161 , 1166 , and 1169°C for 0Cr , 4Cr , and 8Cr alloys , respectively , while a slight drop of this value to ∼1152°C was observed in the 12Cr alloy . ","['4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of']","['4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of']","['and', '1169°C', 'for']","['The', 'γ′', 'solvus', 'temperatures', 'were', 'about', '1161', '1166', 'and', '1169°C']","['The', 'γ′', 'solvus', 'temperatures', 'were', 'about']",['4Cr'],['and'],['and'],['1169°C'],['8Cr'],['for'],['for'],['1161'],['1169°C'],['about'],['and'],['were'],"['The', 'γ′', 'solvus', 'temperatures', 'were', 'about', '1161', '1166', 'and', '1169°C', 'for', '0Cr', '4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of', 'this', 'value', 'to', '∼1152°C', 'was', 'observed', 'in', 'the', '12Cr', 'alloy', '.']"
"(11, 11)","(9, 9)","The γ′ solvus temperatures were about 1161 , 1166 , and 1169°C for 0Cr , 4Cr , and 8Cr alloys , respectively , while a slight drop of this value to ∼1152°C was observed in the 12Cr alloy . ","['4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of']","['4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of']",['for'],"['The', 'γ′', 'solvus', 'temperatures', 'were', 'about', '1161', '1166', 'and', '1169°C']","['The', 'γ′', 'solvus', 'temperatures', 'were', 'about', '1161', '1166']",['4Cr'],['for'],['and'],['0Cr'],['8Cr'],['4Cr'],['for'],['and'],['1169°C'],['1166'],['and'],['1161'],"['The', 'γ′', 'solvus', 'temperatures', 'were', 'about', '1161', '1166', 'and', '1169°C', 'for', '0Cr', '4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of', 'this', 'value', 'to', '∼1152°C', 'was', 'observed', 'in', 'the', '12Cr', 'alloy', '.']"
"(11, 11)","(25, 25)","The γ′ solvus temperatures were about 1161 , 1166 , and 1169°C for 0Cr , 4Cr , and 8Cr alloys , respectively , while a slight drop of this value to ∼1152°C was observed in the 12Cr alloy . ","['4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of']","['4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of']","['4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of', 'this', 'value', 'to']","['The', 'γ′', 'solvus', 'temperatures', 'were', 'about', '1161', '1166', 'and', '1169°C']","['8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of', 'this', 'value']",['4Cr'],['was'],['and'],['observed'],['8Cr'],['in'],['for'],['to'],['1169°C'],['value'],['and'],['this'],"['The', 'γ′', 'solvus', 'temperatures', 'were', 'about', '1161', '1166', 'and', '1169°C', 'for', '0Cr', '4Cr', 'and', '8Cr', 'alloys', 'respectively', 'while', 'a', 'slight', 'drop', 'of', 'this', 'value', 'to', '∼1152°C', 'was', 'observed', 'in', 'the', '12Cr', 'alloy', '.']"
